"LocalAddress","LocalPort","RemoteAddress","RemotePort","State","PID","ProcessName","ProcessPath","CreationTime"
"0.0.0.0","64363","0.0.0.0","0","Bound","11008","FileCoAuth","C:\Users\Nebula\AppData\Local\Microsoft\OneDrive\26.040.0301.0001\FileCoAuth.exe","4/12/2026 19:12:18"
"0.0.0.0","64360","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 19:12:17"
"0.0.0.0","64346","0.0.0.0","0","Bound","6880","vmnat",,"4/12/2026 19:12:10"
"0.0.0.0","64317","0.0.0.0","0","Bound","18316","DuckDuckGo.WebView","C:\Program Files\WindowsApps\DuckDuckGo.DesktopBrowser_0.152.4.0_x64__ya2fgkz3nks94\WindowsBrowser\DuckDuckGo.WebView.exe","4/12/2026 12:37:50"
"0.0.0.0","64169","0.0.0.0","0","Bound","21276","grpm-mini",,"4/12/2026 19:10:40"
"0.0.0.0","63645","0.0.0.0","0","Bound","4020","SystemSettings","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","4/12/2026 12:42:04"
"0.0.0.0","63640","0.0.0.0","0","Bound","31832","GitHubDesktop","C:\Users\Nebula\AppData\Local\GitHubDesktop\app-3.5.7\GitHubDesktop.exe","4/12/2026 18:57:24"
"0.0.0.0","63419","0.0.0.0","0","Bound","6880","vmnat",,"4/12/2026 19:05:39"
"0.0.0.0","63418","0.0.0.0","0","Bound","6880","vmnat",,"4/12/2026 19:05:39"
"0.0.0.0","63011","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 18:12:15"
"0.0.0.0","62977","0.0.0.0","0","Bound","6908","vmware-authd",,"4/12/2026 18:11:50"
"0.0.0.0","62597","0.0.0.0","0","Bound","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 18:04:06"
"0.0.0.0","62537","0.0.0.0","0","Bound","6880","vmnat",,"4/12/2026 18:15:18"
"0.0.0.0","62523","0.0.0.0","0","Bound","6908","vmware-authd",,"4/12/2026 18:03:38"
"0.0.0.0","62472","0.0.0.0","0","Bound","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 18:03:20"
"0.0.0.0","60861","0.0.0.0","0","Bound","40052","Spotify","C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.286.502.0_x64__zpdnekdrzrea0\Spotify.exe","4/12/2026 12:34:43"
"0.0.0.0","60725","0.0.0.0","0","Bound","37844","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.109\msedgewebview2.exe","4/12/2026 18:34:36"
"0.0.0.0","60530","0.0.0.0","0","Bound","35992","Grammarly.Desktop","C:\Users\Nebula\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe","4/12/2026 19:04:48"
"0.0.0.0","60499","0.0.0.0","0","Bound","35992","Grammarly.Desktop","C:\Users\Nebula\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe","4/12/2026 19:04:27"
"0.0.0.0","60296","0.0.0.0","0","Bound","35992","Grammarly.Desktop","C:\Users\Nebula\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe","4/12/2026 19:11:41"
"0.0.0.0","58349","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 19:12:39"
"0.0.0.0","58348","0.0.0.0","0","Bound","7856","adp-agent",,"4/12/2026 19:12:39"
"0.0.0.0","58347","0.0.0.0","0","Bound","35992","Grammarly.Desktop","C:\Users\Nebula\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe","4/12/2026 19:12:38"
"0.0.0.0","58346","0.0.0.0","0","Bound","34592","lghub_agent","C:\Program Files\LGHUB\lghub_agent.exe","4/12/2026 19:12:37"
"0.0.0.0","58345","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 19:12:36"
"0.0.0.0","58344","0.0.0.0","0","Bound","31832","GitHubDesktop","C:\Users\Nebula\AppData\Local\GitHubDesktop\app-3.5.7\GitHubDesktop.exe","4/12/2026 19:12:36"
"0.0.0.0","57717","0.0.0.0","0","Bound","34216","APSDaemon","C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\APSDaemon.exe","4/12/2026 12:34:44"
"0.0.0.0","57469","0.0.0.0","0","Bound","18240","brave","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","4/12/2026 18:55:41"
"0.0.0.0","56523","0.0.0.0","0","Bound","18240","brave","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","4/12/2026 18:52:41"
"0.0.0.0","56040","0.0.0.0","0","Bound","5928","DuckDuckGo.WebView","C:\Program Files\WindowsApps\DuckDuckGo.DesktopBrowser_0.152.4.0_x64__ya2fgkz3nks94\WindowsBrowser\DuckDuckGo.WebView.exe","4/12/2026 12:34:54"
"0.0.0.0","55747","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 12:50:31"
"0.0.0.0","55740","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:30"
"0.0.0.0","55734","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:30"
"0.0.0.0","55724","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55722","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55720","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55718","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55716","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55714","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55711","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55710","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:29"
"0.0.0.0","55707","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 12:50:29"
"0.0.0.0","55705","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:28"
"0.0.0.0","55704","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:28"
"0.0.0.0","55698","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:27"
"0.0.0.0","55696","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 12:50:27"
"0.0.0.0","55654","0.0.0.0","0","Bound","37704","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.109\msedgewebview2.exe","4/12/2026 18:55:42"
"0.0.0.0","55274","0.0.0.0","0","Bound","11736","DPM","C:\Program Files\Dell\Dell Peripheral Manager\DPM.exe","4/12/2026 19:12:27"
"0.0.0.0","55263","0.0.0.0","0","Bound","37844","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.109\msedgewebview2.exe","4/12/2026 19:12:19"
"0.0.0.0","54798","0.0.0.0","0","Bound","37844","msedgewebview2","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.109\msedgewebview2.exe","4/12/2026 18:34:35"
"0.0.0.0","54487","0.0.0.0","0","Bound","18240","brave","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","4/12/2026 12:55:46"
"0.0.0.0","53730","0.0.0.0","0","Bound","39796","Spotify","C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.286.502.0_x64__zpdnekdrzrea0\Spotify.exe","4/12/2026 12:34:40"
"0.0.0.0","53203","0.0.0.0","0","Bound","40748","SpotifyLauncher","C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.286.502.0_x64__zpdnekdrzrea0\SpotifyLauncher.exe","4/12/2026 12:34:45"
"0.0.0.0","52320","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 16:59:47"
"0.0.0.0","49717","0.0.0.0","0","Bound","14900","DiscWizardMonitor","C:\Program Files (x86)\Seagate\DiscWizard\DiscWizardMonitor.exe","4/12/2026 13:29:36"
"0.0.0.0","49690","0.0.0.0","0","Bound","9000","updater",,"4/12/2026 12:33:44"
"0.0.0.0","49681","0.0.0.0","0","Bound","6660","aakore",,"4/12/2026 12:33:44"
"0.0.0.0","49676","0.0.0.0","0","Bound","9188","monitoring-mini",,"4/12/2026 12:33:44"
"0.0.0.0","49675","0.0.0.0","0","Bound","9188","monitoring-mini",,"4/12/2026 12:33:44"
"0.0.0.0","49171","0.0.0.0","0","Bound","18240","brave","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","4/12/2026 19:02:04"
"0.0.0.0","49154","0.0.0.0","0","Bound","35992","Grammarly.Desktop","C:\Users\Nebula\AppData\Local\Grammarly\DesktopIntegrations\Grammarly.Desktop.exe","4/12/2026 12:34:35"
"192.168.1.17","65533","17.179.252.18","443","CloseWait","36780","iCloudCKKS","C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\iCloudCKKS.exe","4/12/2026 12:34:34"
"192.168.1.17","65531","17.32.194.2","443","CloseWait","36780","iCloudCKKS","C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\iCloudCKKS.exe","4/12/2026 12:34:34"
"192.168.1.17","65529","17.32.194.2","443","CloseWait","36332","iCloudHome","C:\Program Files\WindowsApps\AppleInc.iCloud_15.7.56.0_x64__nzyj5cx40ttqa\iCloud\iCloudHome.exe","4/12/2026 12:34:33"
"127.0.0.1","65453","127.0.0.1","30630","TimeWait","0","Idle",,"12/31/1600 19:00:00"
"192.168.1.17","65221","18.97.36.16","443","Established","18240","brave","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","4/12/2026 18:29:04"
"127.0.0.1","65209","127.0.0.1","65009","Established","26216","SteelSeriesGG",,"4/12/2026 12:34:08"
"127.0.0.1","65208","127.0.0.1","65197","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:08"
"127.0.0.1","65207","127.0.0.1","65009","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:08"
"127.0.0.1","65202","127.0.0.1","5010","TimeWait","0","Idle",,"12/31/1600 19:00:00"
"127.0.0.1","65201","127.0.0.1","6327","Established","27560","SteelSeriesPrism","C:\Program Files\SteelSeries\GG\apps\engine\prism\SteelSeriesPrism.exe","4/12/2026 12:34:08"
"127.0.0.1","65200","127.0.0.1","65009","Established","27560","SteelSeriesPrism","C:\Program Files\SteelSeries\GG\apps\engine\prism\SteelSeriesPrism.exe","4/12/2026 12:34:08"
"127.0.0.1","65199","127.0.0.1","6327","Established","27560","SteelSeriesPrism","C:\Program Files\SteelSeries\GG\apps\engine\prism\SteelSeriesPrism.exe","4/12/2026 12:34:08"
"127.0.0.1","65198","127.0.0.1","65009","Established","27560","SteelSeriesPrism","C:\Program Files\SteelSeries\GG\apps\engine\prism\SteelSeriesPrism.exe","4/12/2026 12:34:08"
"127.0.0.1","65197","127.0.0.1","65208","Established","27560","SteelSeriesPrism","C:\Program Files\SteelSeries\GG\apps\engine\prism\SteelSeriesPrism.exe","4/12/2026 12:34:08"
"127.0.0.1","65197","0.0.0.0","0","Listen","27560","SteelSeriesPrism","C:\Program Files\SteelSeries\GG\apps\engine\prism\SteelSeriesPrism.exe","4/12/2026 12:34:08"
"127.0.0.1","65190","127.0.0.1","6327","Established","25900","SteelSeriesSonar","C:\Program Files\SteelSeries\GG\apps\sonar\SteelSeriesSonar.exe","4/12/2026 12:34:07"
"127.0.0.1","65126","0.0.0.0","0","Listen","25900","SteelSeriesSonar","C:\Program Files\SteelSeries\GG\apps\sonar\SteelSeriesSonar.exe","4/12/2026 12:34:06"
"127.0.0.1","65016","127.0.0.1","6327","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:05"
"127.0.0.1","65014","127.0.0.1","6327","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:05"
"127.0.0.1","65011","127.0.0.1","6327","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:04"
"127.0.0.1","65010","127.0.0.1","6327","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:04"
"127.0.0.1","65009","127.0.0.1","65209","Established","25876","SteelSeriesEngine","C:\Program Files\SteelSeries\GG\apps\engine\SteelSeriesEngine.exe","4/12/2026 12:34:08"
